,Name,ID,Position,Link,Start Year,End Year
2988,Matt Chico,6068,P,statss.aspx?playerid=6068&position=P,2007,2010
2989,Floyd Chiffer,1002184,P,statss.aspx?playerid=1002184&position=P,1982,1984
2990,Harry Child,1002187,P,statss.aspx?playerid=1002187&position=P,1930,1930
2991,Matt Childers,1563,P,statss.aspx?playerid=1563&position=P,2002,2005
2992,Jason Childers,2379,P,statss.aspx?playerid=2379&position=P,2006,2006
2993,Bill Childers,1002185,P,statss.aspx?playerid=1002185&position=P,1895,1895
2994,Rocky Childress,1002189,P,statss.aspx?playerid=1002189&position=P,1985,1988
2995,Cupid Childs,1002186,2B,statss.aspx?playerid=1002186&position=2B,1888,1901
2996,Pete Childs,1002188,2B,statss.aspx?playerid=1002188&position=2B,1901,1902
2997,Sam Childs,1002190,1B,statss.aspx?playerid=1002190&position=1B,1883,?
2998,Pearce Chiles,1002191,1B/OF,statss.aspx?playerid=1002191&position=1B/OF,1899,1900
2999,Rich Chiles,1002192,DH/OF,statss.aspx?playerid=1002192&position=DH/OF,1971,1978
3000,Dino Chiozza,1002193,SS,statss.aspx?playerid=1002193&position=SS,1935,1935
3001,Lou Chiozza,1002194,2B/3B,statss.aspx?playerid=1002194&position=2B/3B,1934,1939
3002,Bob Chipman,1002195,P,statss.aspx?playerid=1002195&position=P,1941,1952
3003,Walt Chipple,1002196,OF,statss.aspx?playerid=1002196&position=OF,1945,1945
3004,Yonny Chirinos,16401,P,statss.aspx?playerid=16401&position=P,2018,2018
3005,Robinson Chirinos,3142,C,statss.aspx?playerid=3142&position=C,2011,2018
3006,Lonnie Chisenhall,7571,3B/OF,statss.aspx?playerid=7571&position=3B/OF,2011,2018
3007,Tom Chism,1002197,1B,statss.aspx?playerid=1002197&position=1B,1979,1979
3008,Harry Chiti,1002198,C,statss.aspx?playerid=1002198&position=C,1950,1962
3009,Steve Chitren,1002199,P,statss.aspx?playerid=1002199&position=P,1990,1991
3010,Nelson Chittum,1002200,P,statss.aspx?playerid=1002200&position=P,1958,1960
3011,Bob Chlupsa,1002201,P,statss.aspx?playerid=1002201&position=P,1970,1971
3012,Jin Ho Cho,1002203,P,statss.aspx?playerid=1002203&position=P,1998,1999
3013,Randy Choate,813,P,statss.aspx?playerid=813&position=P,2000,2015
3014,Don Choate,1002202,P,statss.aspx?playerid=1002202&position=P,1960,1960
3015,Hee Seop Choi,270,1B,statss.aspx?playerid=270&position=1B,2002,2005
3016,Ji-Man Choi,5452,1B/DH,statss.aspx?playerid=5452&position=1B/DH,2016,2018
3017,Michael Choice,11376,OF,statss.aspx?playerid=11376&position=OF,2013,2015
3018,Shin-Soo Choo,3174,OF,statss.aspx?playerid=3174&position=OF,2005,2018
3019,Bobby Chouinard,1002204,P,statss.aspx?playerid=1002204&position=P,1996,2001
3020,Felix Chouinard,1002205,OF,statss.aspx?playerid=1002205&position=OF,1910,1915
3021,Chief Chouneau,1002206,P,statss.aspx?playerid=1002206&position=P,1910,1910
3022,Harry Chozen,1002207,C,statss.aspx?playerid=1002207&position=C,1937,1937
3023,Mike Chris,1002219,P,statss.aspx?playerid=1002219&position=P,1979,1983
3024,Neil Chrisley,1002221,OF,statss.aspx?playerid=1002221&position=OF,1957,1961
3025,Lloyd Christenbury,1002216,2B/OF,statss.aspx?playerid=1002216&position=2B/OF,1919,1922
3026,McKay Christensen,1421,OF,statss.aspx?playerid=1421&position=OF,1999,2002
3027,Bruce Christensen,1002209,SS,statss.aspx?playerid=1002209&position=SS,1971,1971
3028,Cuckoo Christensen,1002211,OF,statss.aspx?playerid=1002211&position=OF,1926,1927
3029,John Christensen,1002214,OF,statss.aspx?playerid=1002214&position=OF,1984,1988
3030,Ryan Christenson,1594,OF,statss.aspx?playerid=1594&position=OF,1998,2003
3031,Gary Christenson,1002212,P,statss.aspx?playerid=1002212&position=P,1979,1980
3032,Larry Christenson,1002215,P,statss.aspx?playerid=1002215&position=P,1973,1983
3033,Justin Christian,8297,OF,statss.aspx?playerid=8297&position=OF,2008,2012
3034,Bob Christian,1002208,OF,statss.aspx?playerid=1002208&position=OF,1968,1970
3035,Nick Christiani,10332,P,statss.aspx?playerid=10332&position=P,2013,2014
3036,Jason Christiansen,1111,P,statss.aspx?playerid=1111&position=P,1995,2005
3037,Clay Christiansen,1002210,P,statss.aspx?playerid=1002210&position=P,1984,1984
3038,Mark Christman,1002218,3B/SS,statss.aspx?playerid=1002218&position=3B/SS,1938,1949
3039,Tim Christman,1002224,P,statss.aspx?playerid=1002224&position=P,2001,2001
3040,Steve Christmas,1002223,C,statss.aspx?playerid=1002223&position=C,1983,1986
3041,Joe Christopher,1002213,OF,statss.aspx?playerid=1002213&position=OF,1959,1966
3042,Loyd Christopher,1002217,OF,statss.aspx?playerid=1002217&position=OF,1945,1947
3043,Mike Christopher,1002220,P,statss.aspx?playerid=1002220&position=P,1991,1996
3044,Russ Christopher,1002222,P,statss.aspx?playerid=1002222&position=P,1942,1948
3045,Vinnie Chulk,1838,P,statss.aspx?playerid=1838&position=P,2003,2012
3046,Ryan Church,2106,OF,statss.aspx?playerid=2106&position=OF,2004,2010
3047,Bubba Church,1002225,P,statss.aspx?playerid=1002225&position=P,1950,1955
3048,Hi Church,1002226,OF,statss.aspx?playerid=1002226&position=OF,1890,1890
3049,Len Church,1002227,P,statss.aspx?playerid=1002227&position=P,1966,1966
3050,Chuck Churn,1002228,P,statss.aspx?playerid=1002228&position=P,1957,1959
3051,John Churry,1002229,C,statss.aspx?playerid=1002229&position=C,1924,1927
3052,Larry Ciaffone,1002230,OF,statss.aspx?playerid=1002230&position=OF,1951,1951
3053,Archi Cianfrocco,1002231,1B/3B,statss.aspx?playerid=1002231&position=1B/3B,1992,1998
3054,Mark Ciardi,1002232,P,statss.aspx?playerid=1002232&position=P,1987,1987
3055,Darryl Cias,1002233,C,statss.aspx?playerid=1002233&position=C,1983,1983
3056,Joe Cicero,1002234,OF,statss.aspx?playerid=1002234&position=OF,1929,1945
3057,Al Cicotte,1002235,P,statss.aspx?playerid=1002235&position=P,1957,1962
3058,Eddie Cicotte,1002236,P,statss.aspx?playerid=1002236&position=P,1905,1920
3059,Ted Cieslak,1002237,3B,statss.aspx?playerid=1002237&position=3B,1944,1944
3060,Al Cihocki,1002238,3B/SS,statss.aspx?playerid=1002238&position=3B/SS,1945,1945
3061,Ed Cihocki,1002239,SS,statss.aspx?playerid=1002239&position=SS,1932,1933
3062,Adam Cimber,15288,P,statss.aspx?playerid=15288&position=P,2018,2018
3063,Pete Cimino,1002240,P,statss.aspx?playerid=1002240&position=P,1965,1968
3064,Gino Cimoli,1002241,OF,statss.aspx?playerid=1002241&position=OF,1956,1965
3065,Frank Cimorelli,1002242,P,statss.aspx?playerid=1002242&position=P,1994,1994
3066,Tony Cingrani,12555,P,statss.aspx?playerid=12555&position=P,2012,2018
3067,Alex Cintron,50,SS,statss.aspx?playerid=50&position=SS,2001,2009
3068,Lou Ciola,1002243,P,statss.aspx?playerid=1002243&position=P,1943,1943
3069,Frank Cipriani,1002244,OF,statss.aspx?playerid=1002244&position=OF,1961,1961
3070,Pedro Ciriaco,5278,3B/SS,statss.aspx?playerid=5278&position=3B/SS,2010,2015
3071,Jeff Cirillo,1073,3B,statss.aspx?playerid=1073&position=3B,1994,2007
3072,George Cisar,1002245,OF,statss.aspx?playerid=1002245&position=OF,1937,1937
3073,Galen Cisco,1002246,P,statss.aspx?playerid=1002246&position=P,1961,1969
3074,Steve Cishek,6483,P,statss.aspx?playerid=6483&position=P,2010,2018
3075,Jose Cisnero,6399,P,statss.aspx?playerid=6399&position=P,2013,2014
3076,Bill Cissell,1002247,2B/SS,statss.aspx?playerid=1002247&position=2B/SS,1928,1938
3077,Ralph Citarella,1002248,P,statss.aspx?playerid=1002248&position=P,1983,1987
3078,Moose Clabaugh,1002249,OF,statss.aspx?playerid=1002249&position=OF,1926,1926
3079,Bobby Clack,1002250,OF,statss.aspx?playerid=1002250&position=OF,1874,?
3080,Anthony Claggett,4116,P,statss.aspx?playerid=4116&position=P,2009,2009
3081,Preston Claiborne,10500,P,statss.aspx?playerid=10500&position=P,2013,2017
3082,Danny Claire,1002251,SS,statss.aspx?playerid=1002251&position=SS,1920,1920
3083,Al Clancy,1002252,3B,statss.aspx?playerid=1002252&position=3B,1911,1911
3084,Bill Clancy,1002253,1B,statss.aspx?playerid=1002253&position=1B,1905,1905
3085,Bud Clancy,1002254,1B,statss.aspx?playerid=1002254&position=1B,1924,1934
3086,Jim Clancy,1002255,P,statss.aspx?playerid=1002255&position=P,1977,1991
3087,Uke Clanton,1002256,1B,statss.aspx?playerid=1002256&position=1B,1922,1922
3088,Chris Clapinski,1002257,2B/3B,statss.aspx?playerid=1002257&position=2B/3B,1999,2000
3089,Aaron Clapp,1002258,1B/OF,statss.aspx?playerid=1002258&position=1B/OF,1879,?
3090,John Clapp,1002259,C,statss.aspx?playerid=1002259&position=C,1872,1883
3091,Stubby Clapp,1002260,2B/OF,statss.aspx?playerid=1002260&position=2B/OF,2001,2001
3092,Denny Clare,1002261,2B/SS,statss.aspx?playerid=1002261&position=2B/SS,1872,?
3093,Doug Clarey,1002262,2B,statss.aspx?playerid=1002262&position=2B,1976,1976
3094,Allie Clark,1002263,OF,statss.aspx?playerid=1002263&position=OF,1947,1953
3095,Bob Clark,1002266,C,statss.aspx?playerid=1002266&position=C,1886,1893
3096,Bob Clark,1002268,P,statss.aspx?playerid=1002268&position=P,1920,1921
3097,Bobby Clark,1002269,OF,statss.aspx?playerid=1002269&position=OF,1979,1985
3098,Bryan Clark,1002270,P,statss.aspx?playerid=1002270&position=P,1981,1990
3099,Cap Clark,1002272,C,statss.aspx?playerid=1002272&position=C,1938,1938
3100,Dad Clark,1002275,1B,statss.aspx?playerid=1002275&position=1B,1902,1902
3101,Danny Clark,1002276,2B/3B,statss.aspx?playerid=1002276&position=2B/3B,1922,1927
3102,Dave Clark,1002277,OF,statss.aspx?playerid=1002277&position=OF,1986,1998
3103,Earl Clark,1002278,OF,statss.aspx?playerid=1002278&position=OF,1927,1934
3104,Ed Clark,1002279,P,statss.aspx?playerid=1002279&position=P,1886,1891
3105,George Clark,1002281,P,statss.aspx?playerid=1002281&position=P,1913,1913
3106,Ginger Clark,1002282,P,statss.aspx?playerid=1002282&position=P,1902,1902
3107,Glen Clark,1002283,PH/PR,statss.aspx?playerid=1002283&position=PH/PR,1967,1967
3108,Jack Clark,1002288,1B/OF,statss.aspx?playerid=1002288&position=1B/OF,1975,1992
3109,Jerald Clark,1002289,OF,statss.aspx?playerid=1002289&position=OF,1988,1995
3110,Jim Clark,1002290,OF,statss.aspx?playerid=1002290&position=OF,1911,1912
3111,Jim Clark,1002291,3B/SS,statss.aspx?playerid=1002291&position=3B/SS,1948,1948
3112,Jim Clark,1002292,1B/OF,statss.aspx?playerid=1002292&position=1B/OF,1971,1971
3113,Mark Clark,1002296,P,statss.aspx?playerid=1002296&position=P,1991,2000
3114,Mel Clark,1002297,OF,statss.aspx?playerid=1002297&position=OF,1951,1957
3115,Mike Clark,1002298,P,statss.aspx?playerid=1002298&position=P,1952,1953
3116,Otey Clark,1002300,P,statss.aspx?playerid=1002300&position=P,1945,1945
3117,Pep Clark,1002301,3B,statss.aspx?playerid=1002301&position=3B,1903,1903
3118,Phil Clark,1002302,P,statss.aspx?playerid=1002302&position=P,1958,1959
3119,Phil Clark,1002303,1B/OF,statss.aspx?playerid=1002303&position=1B/OF,1992,1996
3120,Rickey Clark,1002304,P,statss.aspx?playerid=1002304&position=P,1967,1972
3121,Roy Clark,1002305,OF,statss.aspx?playerid=1002305&position=OF,1902,1902
3122,Ron Clark,1002306,3B/SS,statss.aspx?playerid=1002306&position=3B/SS,1966,1975
3123,Spider Clark,1002308,C/OF,statss.aspx?playerid=1002308&position=C/OF,1889,1890
3124,Terry Clark,1002312,P,statss.aspx?playerid=1002312&position=P,1988,1997
3125,Watty Clark,1002315,P,statss.aspx?playerid=1002315&position=P,1924,1937
3126,Willie Clark,1002317,1B,statss.aspx?playerid=1002317&position=1B,1895,1899
3127,Will Clark,1002318,1B,statss.aspx?playerid=1002318&position=1B,1986,2000
3128,Win Clark,1002319,2B/3B,statss.aspx?playerid=1002319&position=2B/3B,1897,1897
3129,Matthew Clark,8793,1B,statss.aspx?playerid=8793&position=1B,2014,2014
3130,Brady Clark,1398,OF,statss.aspx?playerid=1398&position=OF,2000,2008
3131,Jermaine Clark,1664,2B/OF,statss.aspx?playerid=1664&position=2B/OF,2001,2005
3132,Cody Clark,6019,C,statss.aspx?playerid=6019&position=C,2013,2013
3133,Doug Clark,2457,OF,statss.aspx?playerid=2457&position=OF,2005,2006
3134,Tony Clark,182,1B,statss.aspx?playerid=182&position=1B,1995,2009
3135,Zach Clark,9189,P,statss.aspx?playerid=9189&position=P,2013,2013
3136,Howie Clark,1533,OF,statss.aspx?playerid=1533&position=OF,2002,2008
3137,Artie Clarke,1002264,C,statss.aspx?playerid=1002264&position=C,1890,1891
3138,Boileryard Clarke,1002267,C,statss.aspx?playerid=1002267&position=C,1893,1905
3139,Dad Clarke,1002273,P,statss.aspx?playerid=1002273&position=P,1888,1898
3140,Darren Clarke,8226,P,statss.aspx?playerid=8226&position=P,2007,2007
3141,Fred Clarke,1002280,OF,statss.aspx?playerid=1002280&position=OF,1894,1915
3142,Grey Clarke,1002284,3B,statss.aspx?playerid=1002284&position=3B,1944,1944
3143,Harry Clarke,1002285,OF,statss.aspx?playerid=1002285&position=OF,1889,1889
3144,Henry Clarke,1002286,P/OF,statss.aspx?playerid=1002286&position=P/OF,1897,1898
3145,Horace Clarke,1002287,2B,statss.aspx?playerid=1002287&position=2B,1965,1974
3146,Josh Clarke,1002294,OF,statss.aspx?playerid=1002294&position=OF,1898,1911
3147,Lefty Clarke,1002295,P,statss.aspx?playerid=1002295&position=P,1921,1921
3148,Nig Clarke,1002299,C,statss.aspx?playerid=1002299&position=C,1905,1920
3149,Rufe Clarke,1002307,P,statss.aspx?playerid=1002307&position=P,1923,1924
3150,Stu Clarke,1002309,3B/SS,statss.aspx?playerid=1002309&position=3B/SS,1929,1930
3151,Stan Clarke,1002310,P,statss.aspx?playerid=1002310&position=P,1983,1990
3152,Sumpter Clarke,1002311,OF,statss.aspx?playerid=1002311&position=OF,1920,1924
3153,Tommy Clarke,1002313,C,statss.aspx?playerid=1002313&position=C,1909,1918
3154,Webbo Clarke,1002316,P,statss.aspx?playerid=1002316&position=P,1955,1955
3155,Bill Clarkson,1002265,P,statss.aspx?playerid=1002265&position=P,1927,1929
3156,Buzz Clarkson,1002271,3B/SS,statss.aspx?playerid=1002271&position=3B/SS,1952,1952
3157,Dad Clarkson,1002274,P,statss.aspx?playerid=1002274&position=P,1891,1896
3158,John Clarkson,1002293,P,statss.aspx?playerid=1002293&position=P,1882,1894
3159,Walter Clarkson,1002314,P,statss.aspx?playerid=1002314&position=P,1904,1908
3160,Ellis Clary,1002320,2B/3B,statss.aspx?playerid=1002320&position=2B/3B,1942,1945
3161,Marty Clary,1002321,P,statss.aspx?playerid=1002321&position=P,1987,1990
3162,Gowell Claset,1002322,P,statss.aspx?playerid=1002322&position=P,1933,1933
3163,Alex Claudio,12890,P,statss.aspx?playerid=12890&position=P,2014,2018
3164,Fritz Clausen,1002324,P,statss.aspx?playerid=1002324&position=P,1892,1896
3165,Al Clauss,1002323,P,statss.aspx?playerid=1002323&position=P,1913,1913
3166,Brandon Claussen,814,P,statss.aspx?playerid=814&position=P,2003,2006
3167,Bill Clay,1002325,OF,statss.aspx?playerid=1002325&position=OF,1902,1902
3168,Dain Clay,1002326,OF,statss.aspx?playerid=1002326&position=OF,1943,1946
3169,Danny Clay,1002327,P,statss.aspx?playerid=1002327&position=P,1988,1988
3170,Ken Clay,1002328,P,statss.aspx?playerid=1002328&position=P,1977,1981
3171,Royce Clayton,226,SS,statss.aspx?playerid=226&position=SS,1991,2007
3172,Mark Clear,1002330,P,statss.aspx?playerid=1002330&position=P,1979,1990
3173,Joe Cleary,1002329,P,statss.aspx?playerid=1002329&position=P,1945,1945
3174,Roger Clemens,815,P,statss.aspx?playerid=815&position=P,1984,2007
3175,Bob Clemens,1002332,OF,statss.aspx?playerid=1002332&position=OF,1914,1914
3176,Chet Clemens,1002333,OF,statss.aspx?playerid=1002333&position=OF,1939,1944
3177,Clem Clemens,1002334,C,statss.aspx?playerid=1002334&position=C,1914,1916
3178,Doug Clemens,1002335,OF,statss.aspx?playerid=1002335&position=OF,1960,1968
3179,Paul Clemens,8037,P,statss.aspx?playerid=8037&position=P,2013,2016
3180,Bill Clemensen,1002331,P,statss.aspx?playerid=1002331&position=P,1939,1946
3181,Matt Clement,271,P,statss.aspx?playerid=271&position=P,1998,2006
3182,Jeff Clement,4652,C/1B,statss.aspx?playerid=4652&position=C/1B,2007,2012
3183,Wally Clement,1002341,OF,statss.aspx?playerid=1002341&position=OF,1908,1909
3184,Edgard Clemente,1002337,OF,statss.aspx?playerid=1002337&position=OF,1998,2000
3185,Roberto Clemente,1002340,OF,statss.aspx?playerid=1002340&position=OF,1955,1972
3186,Ed Clements,1002336,SS,statss.aspx?playerid=1002336&position=SS,1890,1890
3187,Jack Clements,1002338,C,statss.aspx?playerid=1002338&position=C,1884,1900
3188,Pat Clements,1002339,P,statss.aspx?playerid=1002339&position=P,1985,1992
3189,Chris Clemons,1002342,P,statss.aspx?playerid=1002342&position=P,1997,1997
3190,Lance Clemons,1002343,P,statss.aspx?playerid=1002343&position=P,1971,1974
3191,Verne Clemons,1002344,C,statss.aspx?playerid=1002344&position=C,1916,1924
3192,Donn Clendenon,1002345,1B,statss.aspx?playerid=1002345&position=1B,1961,1972
3193,Maikel Cleto,5529,P,statss.aspx?playerid=5529&position=P,2011,2014
3194,Elmer Cleveland,1002346,3B,statss.aspx?playerid=1002346&position=3B,1884,1891
3195,Reggie Cleveland,1002347,P,statss.aspx?playerid=1002347&position=P,1969,1981
3196,Steve Clevenger,9542,C,statss.aspx?playerid=9542&position=C,2011,2016
3197,Tex Clevenger,1002348,P,statss.aspx?playerid=1002348&position=P,1954,1962
3198,Mike Clevinger,12808,P,statss.aspx?playerid=12808&position=P,2016,2018
3199,Brent Clevlen,4863,OF,statss.aspx?playerid=4863&position=OF,2006,2010
3200,Stan Cliburn,1002349,C,statss.aspx?playerid=1002349&position=C,1980,1980
3201,Stew Cliburn,1002350,P,statss.aspx?playerid=1002350&position=P,1984,1988
3202,Harlond Clift,1002352,3B,statss.aspx?playerid=1002352&position=3B,1934,1945
3203,Flea Clifton,1002351,3B,statss.aspx?playerid=1002351&position=3B,1934,1937
3204,Monk Cline,1002354,OF,statss.aspx?playerid=1002354&position=OF,1882,1891
3205,Ty Cline,1002355,OF,statss.aspx?playerid=1002355&position=OF,1960,1971
3206,Gene Clines,1002353,OF,statss.aspx?playerid=1002353&position=OF,1970,1979
3207,Billy Clingman,1002356,3B/SS,statss.aspx?playerid=1002356&position=3B/SS,1890,1903
3208,Jim Clinton,1002357,OF,statss.aspx?playerid=1002357&position=OF,1872,1886
3209,Lou Clinton,1002358,OF,statss.aspx?playerid=1002358&position=OF,1960,1967
3210,Tyler Clippard,5640,P,statss.aspx?playerid=5640&position=P,2007,2018
3211,Tony Cloninger,1002359,P,statss.aspx?playerid=1002359&position=P,1961,1972
3212,Brad Clontz,1002360,P,statss.aspx?playerid=1002360&position=P,1995,2000
3213,JD Closser,2108,C,statss.aspx?playerid=2108&position=C,2004,2006
3214,Al Closter,1002361,P,statss.aspx?playerid=1002361&position=P,1966,1973
3215,Ken Cloude,1002362,P,statss.aspx?playerid=1002362&position=P,1997,1999
3216,Ed Clough,1002363,P/OF,statss.aspx?playerid=1002363&position=P/OF,1924,1926
3217,Bill Clowers,1002364,P,statss.aspx?playerid=1002364&position=P,1926,1926
3218,Tyler Cloyd,8536,P,statss.aspx?playerid=8536&position=P,2012,2018
3219,Bryan Clutterbuck,1002365,P,statss.aspx?playerid=1002365&position=P,1986,1989
3220,Danny Clyburn,1002366,OF,statss.aspx?playerid=1002366&position=OF,1997,1999
3221,David Clyde,1002367,P,statss.aspx?playerid=1002367&position=P,1973,1979
3222,Tom Clyde,1002368,P,statss.aspx?playerid=1002368&position=P,1943,1943
3223,Bill Clymer,1002369,SS,statss.aspx?playerid=1002369&position=SS,1891,1891
3224,Otis Clymer,1002370,OF,statss.aspx?playerid=1002370&position=OF,1905,1913
3225,Pete Coachman,1002371,3B,statss.aspx?playerid=1002371&position=3B,1990,1990
3226,Andy Coakley,1002372,P,statss.aspx?playerid=1002372&position=P,1902,1911
3227,Gil Coan,1002373,OF,statss.aspx?playerid=1002373&position=OF,1946,1956
3228,Jim Coates,1002374,P,statss.aspx?playerid=1002374&position=P,1956,1967
3229,Buck Coats,2945,OF,statss.aspx?playerid=2945&position=OF,2006,2008
3230,Jason Coats,14282,OF,statss.aspx?playerid=14282&position=OF,2016,2016
3231,George Cobb,1002375,P,statss.aspx?playerid=1002375&position=P,1892,1892
3232,Herb Cobb,1002376,P,statss.aspx?playerid=1002376&position=P,1929,1929
3233,Joe Cobb,1002377,PH/PR,statss.aspx?playerid=1002377&position=PH/PR,1918,1918
3234,Ty Cobb,1002378,OF,statss.aspx?playerid=1002378&position=OF,1905,1928
3235,Alex Cobb,6562,P,statss.aspx?playerid=6562&position=P,2011,2018
3236,Dave Coble,1002379,C,statss.aspx?playerid=1002379&position=C,1939,1939
3237,Jaime Cocanower,1002380,P,statss.aspx?playerid=1002380&position=P,1983,1986
3238,George Cochran,1002382,3B,statss.aspx?playerid=1002382&position=3B,1918,1918
3239,Goat Cochran,1002383,P,statss.aspx?playerid=1002383&position=P,1915,1915
3240,Dave Cochrane,1002381,OF,statss.aspx?playerid=1002381&position=OF,1986,1992
3241,Mickey Cochrane,1002384,C,statss.aspx?playerid=1002384&position=C,1925,1937
3242,Jim Cockman,1002385,3B,statss.aspx?playerid=1002385&position=3B,1905,1905
3243,Alan Cockrell,1002386,OF,statss.aspx?playerid=1002386&position=OF,1996,1996
3244,Pasqual Coco,1294,P,statss.aspx?playerid=1294&position=P,2000,2002
3245,Gene Cocreham,1002387,P,statss.aspx?playerid=1002387&position=P,1913,1915
3246,Chris Codiroli,1002388,P,statss.aspx?playerid=1002388&position=P,1982,1990
3247,Robert Coello,1149,P,statss.aspx?playerid=1149&position=P,2010,2013
3248,Jack Coffey,1002389,SS,statss.aspx?playerid=1002389&position=SS,1909,1918
3249,Todd Coffey,2467,P,statss.aspx?playerid=2467&position=P,2005,2012
3250,Ivanon Coffie,1002390,3B,statss.aspx?playerid=1002390&position=3B,2000,2000
3251,Dick Coffman,1002391,P,statss.aspx?playerid=1002391&position=P,1927,1945
3252,Kevin Coffman,1002392,P,statss.aspx?playerid=1002392&position=P,1987,1990
3253,Slick Coffman,1002393,P,statss.aspx?playerid=1002393&position=P,1937,1940
3254,Dick Cogan,1002394,P/OF,statss.aspx?playerid=1002394&position=P/OF,1897,1900
3255,Tony Cogan,1002395,P,statss.aspx?playerid=1002395&position=P,2001,2001
3256,Dave Coggin,951,P,statss.aspx?playerid=951&position=P,2000,2002
3257,Frank Coggins,1002396,2B,statss.aspx?playerid=1002396&position=2B,1967,1972
3258,Rich Coggins,1002397,OF,statss.aspx?playerid=1002397&position=OF,1972,1976
3259,Chris Coghlan,6878,OF,statss.aspx?playerid=6878&position=OF,2009,2017
3260,Ed Cogswell,1002398,1B,statss.aspx?playerid=1002398&position=1B,1879,1882
3261,Alta Cohen,1002399,OF,statss.aspx?playerid=1002399&position=OF,1931,1933
3262,Andy Cohen,1002400,2B,statss.aspx?playerid=1002400&position=2B,1926,1929
3263,Hy Cohen,1002401,P,statss.aspx?playerid=1002401&position=P,1955,1955
3264,Syd Cohen,1002402,P,statss.aspx?playerid=1002402&position=P,1934,1937
3265,Phil Coke,5535,P,statss.aspx?playerid=5535&position=P,2008,2016
3266,Jimmie Coker,1002403,C,statss.aspx?playerid=1002403&position=C,1958,1967
3267,Chris Colabello,13051,1B/OF,statss.aspx?playerid=13051&position=1B/OF,2013,2016
3268,Mike Colangelo,907,OF,statss.aspx?playerid=907&position=OF,1999,2002
3269,Rocky Colavito,1002404,OF,statss.aspx?playerid=1002404&position=OF,1955,1968
3270,Mike Colbern,1002406,C,statss.aspx?playerid=1002406&position=C,1978,1979
3271,Craig Colbert,1002405,C,statss.aspx?playerid=1002405&position=C,1992,1993
3272,Nate Colbert,1002407,1B,statss.aspx?playerid=1002407&position=1B,1966,1976
3273,Vince Colbert,1002408,P,statss.aspx?playerid=1002408&position=P,1970,1972
3274,Jim Colborn,1002409,P,statss.aspx?playerid=1002409&position=P,1969,1978
3275,Greg Colbrunn,51,1B,statss.aspx?playerid=51&position=1B,1992,2004
3276,Tom Colcolough,1002410,P,statss.aspx?playerid=1002410&position=P,1893,1899
3277,Gerrit Cole,13125,P,statss.aspx?playerid=13125&position=P,2013,2018
3278,Alex Cole,1002411,OF,statss.aspx?playerid=1002411&position=OF,1990,1996
3279,Bert Cole,1002412,P,statss.aspx?playerid=1002412&position=P,1921,1927
3280,Dave Cole,1002413,P,statss.aspx?playerid=1002413&position=P,1950,1955
3281,Dick Cole,1002414,2B/3B/SS,statss.aspx?playerid=1002414&position=2B/3B/SS,1951,1957
3282,Ed Cole,1002415,P,statss.aspx?playerid=1002415&position=P,1938,1939
3283,King Cole,1002416,P,statss.aspx?playerid=1002416&position=P,1909,1915
3284,Taylor Cole,11964,P,statss.aspx?playerid=11964&position=P,2017,2018
3285,Stu Cole,1002437,2B/DH,statss.aspx?playerid=1002437&position=2B/DH,1991,1991
3286,Victor Cole,1002439,P,statss.aspx?playerid=1002439&position=P,1992,1992
3287,Willis Cole,1002440,OF,statss.aspx?playerid=1002440&position=OF,1909,1910
3288,A.J. Cole,11467,P,statss.aspx?playerid=11467&position=P,2015,2018
3289,Dusty Coleman,8979,SS,statss.aspx?playerid=8979&position=SS,2015,2017
3290,Casey Coleman,8270,P,statss.aspx?playerid=8270&position=P,2010,2014
3291,Bob Coleman,1002417,C,statss.aspx?playerid=1002417&position=C,1913,1916
3292,Choo Choo Coleman,1002418,C,statss.aspx?playerid=1002418&position=C,1961,1966
3293,Curt Coleman,1002419,3B,statss.aspx?playerid=1002419&position=3B,1912,1912
3294,Dave Coleman,1002420,OF,statss.aspx?playerid=1002420&position=OF,1977,1977
3295,Ed Coleman,1002421,OF,statss.aspx?playerid=1002421&position=OF,1932,1936
3296,Gordy Coleman,1002422,1B,statss.aspx?playerid=1002422&position=1B,1959,1967
3297,Jerry Coleman,1002423,2B,statss.aspx?playerid=1002423&position=2B,1949,1957
3298,John Coleman,1002424,OF,statss.aspx?playerid=1002424&position=OF,1883,1890
3299,John Coleman,1002425,P,statss.aspx?playerid=1002425&position=P,1890,1890
3300,John Coleman,1002426,P,statss.aspx?playerid=1002426&position=P,1895,1895
3301,Joe Coleman,1002427,P,statss.aspx?playerid=1002427&position=P,1942,1955
3302,Joe Coleman,1002428,P,statss.aspx?playerid=1002428&position=P,1965,1979
3303,Michael Coleman,1002429,OF,statss.aspx?playerid=1002429&position=OF,1997,2001
3304,Percy Coleman,1002430,P,statss.aspx?playerid=1002430&position=P,1897,1898
3305,Ray Coleman,1002431,OF,statss.aspx?playerid=1002431&position=OF,1947,1952
3306,Rip Coleman,1002432,P,statss.aspx?playerid=1002432&position=P,1955,1960
3307,Vince Coleman,1002433,OF,statss.aspx?playerid=1002433&position=OF,1985,1997
3308,Louis Coleman,9720,P,statss.aspx?playerid=9720&position=P,2011,2018
3309,Cad Coles,1002434,OF,statss.aspx?playerid=1002434&position=OF,1914,1914
3310,Chuck Coles,1002435,OF,statss.aspx?playerid=1002435&position=OF,1958,1958
